id,query,response,responded_at,user_id,how,what,when,where,why,who,do
282,Is the fifa tournament canceled,"Hey Vikash, Thanks for reaching out! 😊 Unfortunately, I don't have access to the latest information regarding the FIFA tournament. However, I can suggest that you keep an eye on the official Yugam website or social media handles for any updates. 📰👀 In the meantime, why don't you check out the other exciting events and workshops happening during Yugam? 🎉 There's something for everyone, and I'm sure you'll find something that interests you! 😃 Let me know if you need any more help! 😊",2024-03-19 19:29:27.092 +0530,560,0,0,0,0,0,0,0
283,Hi do you have photography competition ,"Yes, we have a photography competition! Check out #YUG-E-63 FLICKRS’24 and #YUG-W-33 HAUTE SHOTS for more details! 📸🎉",2024-03-19 19:32:39.686 +0530,10239,0,0,0,0,0,0,1
284,,"Hi Surya! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more! 🎉 There are 156+ events and 63+ workshops in Yugam, and I recommend checking out the top 4 events/workshops that align with your interests! 🤔 Can I help you find them? 😊",2024-03-19 19:32:39.775 +0530,10241,0,0,0,0,0,0,0
285,Tell me the Tech events,"Hey Shree Harish G! 👋 Yugam has some amazing tech events lined up for you! 🎉 Check out #YUG-E-86 TECH FUED and #YUG-E-39 TECHSYNERGY, they're happening on 2024-03-22 and 2024-03-22 respectively. 📅 These events are perfect for expanding your tech knowledge and showcasing your skills! 💻🏆 Good luck and have fun! 😊",2024-03-19 19:36:03.863 +0530,10242,0,0,0,0,0,0,0
307,can you refund the money,"I'm just an AI, I cannot provide refunds or handle financial transactions. Please contact the event organizers directly for any inquiries related to refunds or cancellations. They will be able to assist you better.",2024-03-19 20:09:32.121 +0530,3455,0,0,0,0,0,0,0
309,okay contact,"Hi ARUNA! 😊 Yugam is an amazing event that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more! 🎉 There are 156+ events and 63+ workshops in Yugam, and I highly recommend checking out the top 4 events/workshops that align with your interests! 🤔 Can I help you find them? 😊",2024-03-19 20:09:49.205 +0530,3455,0,0,0,0,0,0,0
288, Cad extreme,"Hey Balamurugan R, 👋

Thanks for reaching out! 😊 Yugam24 themed ""ZENITH"" is just around the corner, and we're super excited! 🎉 It's a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. 🤩

We understand that you're interested in the ""CAD XTREME"" event, and we're more than happy to help! 😊 It's a thrilling competition that brings together the best of designers, engineers, and enthusiasts to showcase their proficiency in software, pushing the boundaries of what's possible in the world of 3D design. 💡

As a Mechanical Engineering student, we think you'll find this event incredibly engaging and informative. 📚 Plus, you'll have the opportunity to network with like-minded individuals and showcase your skills to a diverse audience. 🤝

So, what do you say? Are you ready to take your design skills to the next level? 🚀 Register now for ""CAD XTREME"" and experience the excitement of Yugam24! 🎉

Hope to see you there! 😊",2024-03-19 19:53:36.373 +0530,4193,0,0,0,0,0,0,0
289,When hackathon will he conducted ,"Hey Harini R! 👋 Yugam is happening from 20th March to 23rd March 2024! 🎉 You can attend the IoT Hackathon on 20th March and Codeathon on 23rd March! 💻👨‍💻 These events are a great opportunity to showcase your skills, network with like-minded peers, and win exciting prizes! 🏆🎁 Register now and get ready for an electrifying experience! 😍",2024-03-19 19:53:41.019 +0530,10260,0,0,1,0,0,0,0
290,It is team or soli,"😊 Hi Balamurugan R! 👋 Yugam24 is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more! 🎉 There are 156+ events and 63+ workshops in Yugam, and I recommend checking out the top 4 events/workshops that align with your interests! 🤔 Can I help you find them? 😊",2024-03-19 19:53:48.973 +0530,4193,0,0,0,0,0,0,0
291, Cad xtreme is solo or team event ,Cad xtreme is solo event.,2024-03-19 19:54:10.238 +0530,4193,0,0,0,0,0,0,0
292,Okay 👍,"😊 Hey Balamurugan R! 👋 I'm Yugam, here to help you with the best events and workshops for your interests! 🎉 Can you please tell me more about your preferences? 🤔 What are you most curious about? 🤔",2024-03-19 19:54:20.128 +0530,4193,0,0,0,0,0,0,0
293,Web development is there?,"Yes, there are several workshops on web development in Yugam! 🚀💻 #YUG-W-68 REACTIFY:MASTERING THE ART OF FRONT-END DEVELOPMENT WITH REACT and #YUG-W-75 GAMIFIED WEB 3 are two of the top-recommended workshops for those interested in web development. 💡👀 These workshops cover key concepts like React, JSON Web Tokens (JWT), Local Storage, and more! 🤔💻 Don't miss out on the opportunity to elevate your web development skills! 🚀💥",2024-03-19 19:54:24.747 +0530,10260,0,0,0,0,0,0,0
294,When,"Hey Harini R! 👋 Yugam is happening from 20th March to 23rd March! 🎉 There are some amazing events and workshops lined up, and I highly recommend checking them out! 🤔 You might find something that interests you! 😃 Let me know if you need any help finding the perfect event or workshop for you! 😊",2024-03-19 19:55:00.296 +0530,10260,0,0,1,0,0,0,0
295,Tickets not yet received,"Hi Tharun! 😊 I'm just an AI, I don't have access to your personal information, but I can help you with any questions you may have about Yugam! 🎉 Are you excited for the fest? 🤔 What events or workshops are you interested in attending? 🤔 Let me know if you need any help finding the best ones for you! 😊",2024-03-19 20:03:00.051 +0530,8253,0,0,0,0,0,0,0
296,Tickets not yet received,"Hi Tharun! 😊 I'm just an AI, I don't have access to your personal information, but I can help you with any questions you may have about Yugam! 🎉 Are you excited for the fest? 🤔 What events or workshops are you interested in attending? 🤔 Let me know if you need any help finding the best ones for you! 😊",2024-03-19 20:03:20.377 +0530,8253,0,0,0,0,0,0,0
297,Ticket is not received,"😊 Hi Tharun! 🎉 I'm so glad you're excited about Yugam! 🤩 Unfortunately, I can't assist you with ticket-related queries as I'm just an AI and don't have access to personal information or ticket details. 😔 However, I can recommend some of the top events and workshops happening at Yugam that you might enjoy! 🎉 Would you like me to suggest some? 😊",2024-03-19 20:03:37.203 +0530,8253,0,0,0,0,0,0,0
298,Hi,"Hi! 😊 How can I help you today? Are you interested in Yugam? 🤔 It's a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. 🎉 There are 156+ events and 63+ workshops in Yugam. 📚🎨 Would you like me to recommend some of the best events or workshops for you? 🤔",2024-03-19 20:03:49.261 +0530,1186,0,0,0,0,0,0,0
299,Tickets not yet received,"Hi Tharun! 😊 I'm just an AI, I don't have access to your personal information, but I can help you with any questions you may have about Yugam! 🎉 Are you excited for the fest? 🤔 What events or workshops are you interested in attending? 🤔 Let me know if you need any help finding the best ones for you! 😊",2024-03-19 20:03:54.480 +0530,8253,0,0,0,0,0,0,0
300,Tickets not yet received,"Hi Tharun! 😊 I'm just an AI, I don't have access to your personal information, but I can help you with any questions you may have about Yugam! 🎉 Are you excited for the fest? 🤔 What events or workshops are you interested in attending? 🤔 Let me know if you need any help finding the best ones for you! 😊",2024-03-19 20:04:31.984 +0530,8253,0,0,0,0,0,0,0
301,Sean rolden,🎉 Hey Tharun! 🎉 You're in for a treat! 🎶 Sean Roldan Live in Concert is definitely a must-attend event at Yugam 2024! 🎵 His melodious voice and captivating compositions will leave you in awe! 😍 Don't miss out on this incredible opportunity to witness greatness! 🎟 Get your tickets now and experience the magic of Sean Roldan Live in Concert! 🎉,2024-03-19 20:04:41.356 +0530,8253,0,0,0,0,0,0,0
302,Can you refund the registration fee,"I apologize, but refunds are not possible for Yugam registrations. Please ensure you attend the event and enjoy the various activities.",2024-03-19 20:06:15.672 +0530,8095,0,0,0,0,0,0,0
303,"i have formed a team name ""the gladiators"" for ctf event.where can i see my teammates details","Hey DIKSHANA! 👋 Great to hear about your team ""The Gladiators"" for the CTF event! 💪 You can find your teammates' details in the ""Team"" section of the Yugam platform. 📈 Just log in to your account, navigate to the ""Team"" tab, and you'll see the list of your team members along with their names and contact details. 📲 If you have any issues, feel free to reach out to us, and we'll be happy to help! 😊 Good luck with your team at the CTF event! 🎉",2024-03-19 20:06:28.837 +0530,4145,0,0,0,1,0,0,0
304,where is the tab named team,Team Tab is not available in Yugam.,2024-03-19 20:08:51.734 +0530,4145,0,0,0,1,0,0,0
305,where can i see my teammates details,"Hi DIKSHANA, you can find your teammates details in the ""Teams"" section of the Yugam platform. You can also check the ""Participants"" section to see the list of participants in your team. 😊",2024-03-19 20:09:07.964 +0530,4145,0,0,0,1,0,0,0
306,where is team section,Team section is not available in Yugam.,2024-03-19 20:09:24.742 +0530,4145,0,0,0,1,0,0,0
308,then how can i check the team details,You can check the team details of the events by visiting the event page on Yugam.in or by contacting the event organizers directly.,2024-03-19 20:09:41.010 +0530,4145,1,0,0,0,0,0,0
310,i have to know whether i have formed a team or not in ctf.how to find,"Hey DIKSHANA! 👋 Great to hear from you! 😃 To check if you have formed a team for the #YUG-E-140 NOVA CTF 2024 event, you can visit the event page on Yugam and look for the ""Team Details"" section. If you have formed a team, your team name and members will be listed there. Good luck with your participation! 🚀",2024-03-19 20:10:20.808 +0530,4145,1,0,0,0,0,0,0
311,why cant i see my teammates details,"😊 Hi DIKSHANA! 👋 I'm just an AI, I don't have access to personal information or team details. However, I can recommend some exciting events and workshops happening during Yugam! 🎉 Would you like me to suggest a few? 🤔",2024-03-19 20:12:03.695 +0530,4145,0,0,0,0,1,0,0
312,where can i see my teammates details,"Hi DIKSHANA, you can find your teammates details in the ""Teams"" section of the Yugam platform. You can also check the ""Participants"" section to see the list of participants in your team. 😊",2024-03-19 20:12:21.275 +0530,4145,0,0,0,1,0,0,0
313,i have done my payment of rs.810 for ctf event of 2members but i failed to form a team.but now while forming a team i receive message to form team and pay again .what can i do,"I apologize for the inconvenience you're facing, DIKSHANA. Unfortunately, I can't assist you in this situation as it's against Yugam's policy to refund or transfer payments made for events. However, I can suggest you explore other options to participate in the event, such as forming a new team or participating individually. You can also reach out to Yugam's support team for further assistance.",2024-03-19 20:33:05.298 +0530,4145,0,1,0,0,0,0,1
314,Is spot regirtration available,"I'm happy to help you with that! 😊 Unfortunately, I don't have access to the most up-to-date information on spot registration for the #YUG-W-53 BIO ENZYMES workshop. However, I can suggest checking the official Yugam website or contacting the workshop organizers directly for the most accurate and up-to-date information. 😊",2024-03-19 20:50:53.375 +0530,4425,0,0,0,0,0,0,0
315,how long does it take to complete entry procedure  in college on the day of event,Entry procedure in college on the day of event takes around 30 minutes to 1 hour approximately.,2024-03-19 20:59:41.724 +0530,4145,1,0,0,0,0,0,1
316,,"Hi Kirthivasan! 😊 Yugam is an amazing event with a wide range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more! 🎉 Have you checked out the schedule yet? 🤔 There are 156+ events and 63+ workshops in total! 📚🎨 I recommend checking out the ""Techno-Cultural-Sports Fest of Kumaraguru Institutions"" event, it's going to be a blast! 🎉 What do you think? 🤔",2024-03-19 21:02:38.559 +0530,2243,0,0,0,0,0,0,0
317,what is your age ,"My apologies, I don't have access to personal information such as age. I'm just an AI, my purpose is to provide helpful and informative responses to your questions about Yugam. Is there anything else I can assist you with?",2024-03-19 21:02:50.216 +0530,2243,0,1,0,0,0,0,0
318,who are the artists coming for the proshowd,"Hi Kirthivasan! 😊 Yugam is super excited to announce that the proshows are going to be lit! 🔥🎉 We have an amazing lineup of artists, including Masala Coffee Band, #YUG-P-3 LAYAANUBHAVA, and Sean Roldan! 🎶🎵 These shows are going to be unforgettable, and we can't wait for you to experience the magic! 💥 Stay tuned for more updates, and don't miss out on the fun! 😃",2024-03-19 21:03:14.423 +0530,2243,1,0,0,0,0,1,0
319,sean roldan with whom are he coming,Hi Kirthivasan! 😊 Sean Roldan is coming alone for the event. 🎉 He's super excited to perform live and entertain you all! 🎶 Hope to see you there! 😃,2024-03-19 21:03:34.423 +0530,2243,0,0,0,0,0,1,0
320,Tell about accommodation ,"Hi Yuvaraj.M, 😊
     Accommodation details for Yugam24 are available on a first-come, first-served basis. 🏨
     Prices vary based on room type: Hive (Dual AC: ₹3000 + GST, Single AC: ₹2000 + GST, Dual Non-AC: ₹2250 + GST, Single Non-AC: ₹1500 + GST) and Hostel (₹750 + GST). 💰
     Please contact the designated contacts for any queries: Girls - 9385903953, Boys - 8220550600. 📞
     Stay safe and enjoy Yugam! 😊",2024-03-19 21:03:42.175 +0530,10320,0,0,0,0,0,0,0
321,what about the adhithya,"Adhithya is a great event to attend! It's a workshop on ""Building a Career in Technology"" and it's happening on March 17th at 10 AM. It's a great opportunity to learn from industry experts and gain insights on how to build a successful career in technology. Don't miss it! 😊",2024-03-19 21:03:49.329 +0530,2243,0,1,0,0,0,0,0
322,adithya r k is he coming for the proshow,"I'm just an AI, I don't have access to personal information about individuals, including their attendance at Yugam events. However, I can suggest that you reach out to Adithya R K directly to inquire about his attendance. Alternatively, you can check the Yugam website or social media handles for updates on the proshow and other events.",2024-03-19 21:04:15.505 +0530,2243,1,0,0,0,0,0,0
323,Accommodation is including with food ,Accommodation is not including with food.,2024-03-19 21:04:26.518 +0530,10320,0,0,0,0,0,0,0
324,Will me pay for food seperately?,"😊 Hey Yuvaraj.M! 👋 Yugam is a great event, and I'm sure you'll have a blast! 🎉 As for food, it's included in the registration fee, so you don't need to pay separately. 🍔🍟🥤 Enjoy your stay! 😊",2024-03-19 21:04:54.422 +0530,10320,0,0,0,0,0,0,0
325,adithya r k is a singer in yugam social handle they put up on kindly check through it,"Hi there! I'm just an AI, I don't have access to personal information or social media handles of individuals. However, I can suggest that you reach out to Adithya R K directly through their social media handle or email to inquire about their participation in Yugam. It's important to respect people's privacy and only contact them through appropriate channels. Good luck!",2024-03-19 21:04:59.926 +0530,2243,0,0,0,0,0,0,0
326,okay thank you for your sincere reply,"Hi Kirthivasan! 😊 Yugam is just around the corner! 🎉 It's a techno-cultural fest that offers a diverse range of activities, including workshops, events, and presentations. 🤖🎨 You'll have a great time learning new skills and networking with like-minded individuals. 💻👥 I recommend checking out the ""YUG-W-24 மொழியியலின் பரிணாமம்"" workshop, as it focuses on developing your personal impact and communication skills. 💪🏼📢 It's a great opportunity to enhance your career prospects and build your confidence. 💼👏 Don't miss out! 🎉",2024-03-19 21:05:30.915 +0530,2243,0,0,0,0,0,0,0
327,Ok thans,"Hi Yuvaraj.M, 😊

Thanks for reaching out! 😊 Yugam is an amazing platform to explore your interests and skills. 💡 There are so many exciting events and workshops lined up, and I'm sure you'll find something that suits your taste. 🎉

Why don't you check out the "" #YUG-E-130 CINEBILITY AWARD "" event? 🎬 It's all about showcasing your creativity through short films, and the winner takes home a cool 30000! 💰 Plus, it's a great opportunity to network with like-minded individuals. 🤝

Or, if you're more into hackathons, you should definitely check out "" #YUG-E-118 THE BLISS HUNT-YOGA QUEST ""! 💻 It's a non-tech hackathon where you can showcase your creativity through yoga and meditation. 🧘‍♀️ The winner takes home 3000, and it's a great way to relax and unwind. 😌

Whatever you choose, I'm sure you'll have a blast! 😃 Keep an eye on the Yugam website for more updates and events. 👀

Hope to see you there! 🎉",2024-03-19 21:05:33.057 +0530,10320,0,0,0,0,0,0,0
328,how did you build up upon which environment ,"Hi Kirthivasan! 😊 I'm glad you're interested in the ""Career Opportunities for Sustainability Stewards"" workshop! 🌎 It's great to see you're passionate about environmental sustainability. 💚 At Yugam, we believe in nurturing the next generation of environmental leaders, and this workshop is a fantastic opportunity to explore various career paths in this field. 💡 The speaker, Ms. Paridhi Mishra, is an experienced professional in environmental conservation and policy advocacy, and her insights will be invaluable to you. 💬 So, mark your calendars for March 14-23, and get ready to embark on a transformative journey towards a sustainable future! 🌟",2024-03-19 21:05:51.510 +0530,2243,1,0,0,0,0,0,0
329,no ,"Hi Kirthivasan! 👋 Yugam is an amazing event that you won't want to miss! 😍 It's happening from 2024-03-14 to 2024-03-23, and there are so many exciting events and workshops lined up for you! 🎉 You can attend events like "" #YUG-W-43 ORGO DYE-NAMITE "" and "" #YUG-W-69 EMPOWERING INTELLIGENCE: THE RISE OF TRANSFORMERS IN DEEP LEARNING "" to learn something new and impressive! 🤩 And, you can participate in workshops like "" #YUG-W-24 மொழியியலின் பரிணாமம் "" to showcase your skills and talents! 💪 So, what are you waiting for? Register now and get ready for an amazing experience! 😃",2024-03-19 21:06:01.449 +0530,2243,0,0,0,0,0,0,0
330,Is there any refund policy,"I'm just an AI, I don't have access to the refund policy of Yugam. However, I can suggest that you check the official website or contact the organizers directly for more information. They will be able to provide you with the most accurate and up-to-date information regarding refunds.",2024-03-19 21:06:16.980 +0530,4801,0,0,0,0,0,0,0
331,How I reach KCT from coimbatore Railway station?,"Hi Yuvaraj.M, 
     You can reach KCT from Coimbatore Railway station by taking a taxi or by bus. The distance between Coimbatore Railway station and KCT is around 10 km, and it takes approximately 20-30 minutes to reach by car or taxi. You can also take an auto-rickshaw or bus from the railway station to reach KCT.


Please let me know if you have any other questions.",2024-03-19 21:06:44.636 +0530,10320,1,0,0,0,0,0,0
333,How can i submit the form of my team members ,"Hi Bibek, you can submit the form of your team members by following the instructions provided on the Yugam website. Please ensure that you have all the necessary details and documents ready before submitting the form. Good luck with your team's registration!",2024-03-19 22:07:31.585 +0530,10351,1,0,0,0,0,0,0
335,Is there a possibility of refund ,"I'm just an AI, I don't have access to the specific details of Yugam's refund policy. However, I can suggest that you check the official Yugam website or contact their customer support for more information on their refund policy.",2024-03-19 22:19:51.941 +0530,9041,0,0,0,0,0,0,0
336,Give customer support contact ,"Hi Durkaibalan! 😊 I'm Yugam, here to help! 🤖 You can reach out to our customer support team at [insert contact details]. We're here to assist you with any queries or concerns you may have! 😊",2024-03-19 22:20:21.842 +0530,9041,0,0,0,0,0,0,0
337,can you tell me the name of the workshop i have paid ?,"I'm not sure about the workshop you have paid for, Shailendra. Can you please provide more details or context about the workshop? I'd be happy to help you find the information you're looking for.",2024-03-19 22:23:16.276 +0530,1575,0,0,0,0,0,0,0
338,,"Hi raghu! 👋
     Wow! 🤔 You're studying Mechanical Engineering! 🔧 That's great! 🎉
     Did you know that Yugam is organizing a workshop on ""Embedded Software Development for Automotive Applications"" on March 19th? 🚗💻 It's a great opportunity to learn from industry experts and gain hands-on experience. 💡
     Would you like to attend? 🤔 Let me know if you need any more information! 😊",2024-03-19 22:23:47.316 +0530,10398,0,0,0,0,0,0,0
339,i want to know about some good eents for my ineresr,"Hi Raghu! 👋 Yugam has some amazing events lined up for you! 🎉 Based on your interests, I would recommend checking out "" #YUG-W-18 DESIGN OF BLDC MOTOR "" workshop on 2024-03-21 03:30:00+00:00. It's a great opportunity to learn about BLDC motor design and its applications. 🚀 Plus, it's only 500! 💰 You should also check out "" #YUG-W-69 EMPOWERING INTELLIGENCE: THE RISE OF TRANSFORMERS IN DEEP LEARNING "" workshop on 2024-03-14 04:00:00+00:00. It's a fantastic event for those interested in Artificial Intelligence, Machine Learning, and Deep Learning. 🤖 You could also participate in "" #YUG-E-124 BGMI SOLO "" event on 2024-03-17 04:30:00+00:00, which is a great opportunity for gamers and sports enthusiasts alike! 🏆🎮 So, which one catches your eye? 🤔 Let me know if you need more recommendations! 😊",2024-03-19 22:24:22.444 +0530,10398,0,0,0,0,0,0,0
340,i am a AI gy,"Hey Raghu! 👋 As a fellow AI enthusiast, I'm super excited to hear that you're interested in Yugam! 🤖 It's a fantastic event that brings together some of the brightest minds in the field, and I'm sure you'll learn a lot and have a blast. 🎉

As for your question, Yugam has a wide range of events and workshops that cater to different interests and skill levels. Whether you're a seasoned pro or just starting out, there's something for everyone! 🌟

Why not check out the event schedule and see which ones catch your eye? 📅 And who knows, maybe you'll even meet some new friends or mentors along the way! 🤝

Hope to see you there, Raghu! 🎉",2024-03-19 22:25:00.166 +0530,10398,0,0,0,0,0,0,0
341,is there any event related to vijay,"I'm not aware of any events related to Vijay. However, Yugam has a diverse range of activities including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and many more. You can check out the events section of Yugam's website for more information.",2024-03-19 22:25:52.023 +0530,10398,0,0,0,0,0,0,0
342,I'm not able to attend the event on 22 nd.. Can you please refund the amount ,"I apologize for any inconvenience caused. Unfortunately, we cannot provide refunds for unattended events. However, you can still participate in the event by watching the recordings or by attending future events. Please let me know if there's anything else I can help you with.",2024-03-19 22:26:32.335 +0530,9972,0,0,0,0,0,0,0
343,Tell about yugam,"Hi Dhivakarnath S U! 😊 Yugam is an incredible event that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. It's a great platform for young innovators like you to showcase your talents, network with like-minded individuals, and learn from industry experts. This year, the theme is ""ZENITH,"" and it promises to be an unforgettable experience. I highly recommend checking it out! 😊",2024-03-19 22:27:11.390 +0530,10400,0,0,0,0,0,0,0
344,what is the top most event,"I'm glad you asked! 😊 Based on your interests and skills, I would recommend the "" #YUG-E-20 DATA FIESTA: DATA STORY UNLEASHED "" event. It's a great opportunity to learn and showcase your data analysis and visualization skills, and you'll have a chance to network with like-minded individuals. Plus, the event is happening on 2024-03-21 04:30:00+00:00, so mark your calendars! 📅 What do you say? Are you ready to unleash your data story? 😃",2024-03-19 22:27:18.982 +0530,10398,0,1,0,0,0,0,0
345,what is the highest price amout event,"The highest price amount event in Yugam is "" #YUG-E-80 ESCAPE ROOM "" event with winning price amount of 1500.",2024-03-19 22:27:57.145 +0530,10398,0,1,0,0,0,0,0
346,mail id to contact ?,You can contact us at yugam.org for any queries or concerns related to Yugam. We will be happy to assist you.,2024-03-19 22:28:04.632 +0530,4548,0,0,0,0,0,0,0
347,Is there any chance to attend the event in Online,"Hi NITHIYASHREE, 
     Yes, there is a chance to attend the event online. Yugam is offering online registration and participation options for many of its events and workshops. Please check the Yugam website or contact the event organizers for more information on how to participate online.


Please let me know if you have any other questions or if there is anything else I can help you with.",2024-03-19 22:28:56.512 +0530,9972,0,0,0,0,0,0,0
348,Can you please refund the amount of registration,"I apologize, but refunds are not possible for Yugam registrations. Please ensure you have read and understood the terms and conditions before registering. If you have any questions or concerns, please feel free to reach out to us.",2024-03-19 22:29:58.870 +0530,9972,0,0,0,0,0,0,0
349,the event with price   rupees  5000,"I'm not sure about the event with the given price, but I can suggest some top 4 events from Yugam that might interest you! 😊


Please let me know if you want me to suggest any specific events or workshops based on your preferences! 😊",2024-03-19 22:30:03.955 +0530,10398,0,0,0,0,0,0,0
350,ok suggest me ,"Hi raghu! 👋

You should definitely attend the "" #YUG-W-24 மொழியியலின் பரிணாமம் "" workshop! 🤓 It's a great opportunity to learn about Tamil Language and Translation, and you'll get to meet like-minded people too! 🌟 Plus, you'll get to showcase your skills in the field of Tamil Language and Translation, which is a fantastic way to network and make new connections! 💡

Don't miss out on this amazing opportunity! 🎉 Register now and get ready to learn and grow! 📚

Hope to see you there! 😊",2024-03-19 22:30:21.466 +0530,10398,0,0,0,0,0,0,0
351,,"Hi Mohamed Farhan P! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. 🎉 There are 156+ events and 63+ workshops in Yugam, and I recommend checking out the top 4 events and workshops that align with your interests! 🤔 What are your interests? 😃",2024-03-19 22:31:48.139 +0530,2704,0,0,0,0,0,0,0
352,Is design palette a workshop ,"Yes, #YUG-W-42 DESIGN PALETTE is a workshop.",2024-03-19 22:32:24.017 +0530,2704,0,0,0,0,0,0,0
353,May i know who is conducting ,😊 Hi Mohamed Farhan P! Yugam is conducted by Kumaraguru Institutions! 🎉,2024-03-19 22:32:43.053 +0530,2704,0,0,0,0,0,1,0
354,Can I have the organisers number,"I'm not able to provide the organizer's contact information. However, you can reach out to the Yugam team through their official website or social media handles. They will be able to provide you with any information you need.",2024-03-19 22:33:01.400 +0530,2704,0,0,0,0,0,0,0
355,Bye then,"😊 Hey Mohamed Farhan P! 👋 Hope you're having a great day! 😃 Yugam is just around the corner, and we're super excited! 🎉 There are 156+ events and 63+ workshops lined up for you to explore and learn from! 🤩 Can't wait to see you there! 🎉 What are you most interested in? Let me know if you need any help finding the best events or workshops! 😊",2024-03-19 22:33:10.040 +0530,2704,0,0,0,0,0,0,0
360,how to form a team a for solution surge once registered,"Hi there! 😊 Forming a team for Solution Surge is super easy! Once you register, you'll receive an email with a link to join the event's official Discord server. From there, you can connect with other participants and form your dream team! 🤝 You can also use the event's chat feature to communicate with your potential teammates. Good luck, and have fun! 😃",2024-03-19 22:38:59.619 +0530,9255,1,0,0,0,0,0,0
363,no i cannot get the discord registration ,"Hey DEVIN JAMES! 👋 I'm just an AI, I don't have access to personal information like Discord registration links. However, I can recommend some top-notch events and workshops happening at Yugam! 🎉 Check out #YUG-W-75 GAMIFIED WEB 3 , #YUG-W-3 CHATFLOW MASTERY , #YUG-W-27 BODY LANGUAGE WORKSHOP , and #YUG-E-118 THE BLISS HUNT-YOGA QUEST . These events are sure to enhance your skills and knowledge in your field! 💡 Let me know if you need any more recommendations! 😊",2024-03-19 22:42:13.172 +0530,9255,0,0,0,0,0,0,0
364, I Want some information about code2duo event in yugam,"Hi Roshini! 😊 Code2Duo is an exciting event in Yugam! It's a coding challenge where you and your partner will compete against other duos, showcasing your coding skills and problem-solving abilities. Round 1 is an aptitude round on the Kahoot platform, and Round 2 is a blindfold challenge where you'll tackle coding problems without visual aid, relying solely on communication and teamwork. It's a great opportunity to challenge yourselves, learn from each other, and emerge victorious! 🏆 Are you ready to accept the challenge? 😃",2024-03-19 22:45:20.858 +0530,6176,0,0,0,0,0,0,0
367,what type of coding ....can you give me few examples of programming languages,"Hi Roshini! 😊 Yugam is an excellent platform to explore your coding skills and interests! 🚀 As a student of Artificial Intelligence & Data Science, you'll find numerous events and workshops that cater to your area of study. 💻

For instance, the #YUG-E-101 CODEATHON is an exciting event where you can showcase your coding prowess in various areas, including Algorithms, Data Structures, and Coding. 🏆 It's a great opportunity to network with like-minded peers and learn from industry experts. 🤝

Additionally, the #YUG-W-10 RUST EMBEDDED PROGRAMMING workshop is an excellent platform to learn the power of Rust in embedded systems development. 📈 You'll gain hands-on experience in designing robust solutions and mastering Rust's unique characteristics. 💪

Remember, Yugam is a fantastic platform to explore your interests and skills, and we wish you the best of luck in your coding journey! 🚀

Please let me know if you have any other questions or if there's anything else I can help you with! 😊",2024-03-19 22:47:18.828 +0530,6176,0,1,0,0,0,0,0
369,how to give stable power supply to esp32,"Hi HARIRAM, 
     Great to know you are interested in Stable Power Supply for ESP32! 😊
     At Yugam, you can explore various workshops and events that cater to your interests. 🎉
     I would recommend checking out the ""Power Play"" event, where you can learn how to optimize power consumption without compromising functionality. 💡
     It's a great opportunity to network with industry professionals and learn from experts in the field. 🌟
     Don't miss out on this chance to enhance your knowledge and skills! 🚀


Please let me know if you have any other questions or if there's anything else I can help you with! 😊",2024-03-19 22:49:55.330 +0530,10414,1,0,0,0,0,0,0
371,"If I register for general event,how may events can I participate in it","You can participate in 4 events for free, which are "" #YUG-E-61 NARTHANA "" event, "" #YUG-E-22 CAPITAL CARNIVAL "" event, "" #YUG-E-90 INSPIRE INDIA YOUTHCON (IIYC) "" event and "" #YUG-E-22 CAPITAL CARNIVAL "" event.",2024-03-19 22:50:15.091 +0530,9389,1,0,0,0,0,0,0
372,more ,"Hi HARIRAM! 👋 Yugam is an amazing event for you! 🎉 You'll learn so much about technology, innovation, and entrepreneurship! 🚀 It's happening from 14th to 23rd of March, and there are so many interesting workshops and events! 📅 You should definitely check them out! 😍 What are your areas of interest? I can recommend some top workshops for you! 🤔 Let me know!",2024-03-19 22:51:15.593 +0530,10414,0,0,0,0,0,0,0
